name,country,span,matches,innings,overs,madiens,runs,wickets,best_bowling_figure,average,economy,strike_rate,4-fer,5-fer
LJ Woodcock,NZ,2010-2011,3,3,10.0,0,70,1,1/30,70.00,7.00,60.0,0,0
GH Worker,NZ,2015-2015,2,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0
Zaheer Maqsood,UAE,2015-2016,3,3,9.0,0,80,1,1/29,80.00,8.88,54.0,0,0
Zahid Khan,SLE,2021-2021,4,4,10.0,0,75,1,1/10,75.00,7.50,60.0,0,0
Zamir Khan,AFG,2012-2012,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0
C Zhuwao,ZIM,2008-2018,7,1,0.2,0,1,1,1/1,1.00,3.00,2.0,0,0
Zohaib Sarwar,PORT,2019-2019,4,4,7.0,0,51,1,1/8,51.00,7.28,42.0,0,0
M Zondeki,SA,2006-2006,1,1,3.0,0,41,1,1/41,41.00,13.66,18.0,0,0
Mohammad Aadil Alam,NEPAL,2022-2022,3,2,5.0,0,34,0,-,-,6.80,-,0,0
Abdur Rauf,PAK,2008-2008,1,1,3.0,0,21,0,-,-,7.00,-,0,0
M Aboagye,Ghana,2019-2019,3,1,1.0,0,17,0,-,-,17.00,-,0,0
Adel Kolasangiani,Iran,2020-2020,1,1,1.0,0,16,0,-,-,16.00,-,0,0
Adnan Razzaq,Belg,2021-2021,1,1,1.2,0,10,0,-,-,7.50,-,0,0
Adnan Syed,Fin,2021-2021,2,2,4.1,0,39,0,-,-,9.36,-,0,0
Aftab Ahmed,BAN,2006-2010,11,1,0.2,0,8,0,-,-,24.00,-,0,0
GJ Agius,MLT,2019-2019,2,2,5.0,0,53,0,-,-,10.60,-,0,0
Ahmed Raid,Mald,2020-2020,1,1,2.0,0,14,0,-,-,7.00,-,0,0
Ahmed Shehzad,PAK,2009-2019,59,1,1.0,0,10,0,-,-,10.00,-,0,0
Ameer Saiyed,BOT,2019-2019,4,3,4.0,0,44,0,-,-,11.00,-,0,0
Ammad Uddin,BHR,2019-2021,12,2,1.1,0,11,0,-,-,9.42,-,0,0
J Anderson,IRE,2015-2015,4,1,1.0,0,13,0,-,-,13.00,-,0,0
Anowarul Islam,THAI,2019-2019,4,2,3.0,0,25,0,-,-,8.33,-,0,0
Ansar Iqbal,NOR,2019-2019,4,1,2.0,0,13,0,-,-,6.50,-,0,0
Arsalan Qadir,CAN,2010-2010,1,1,1.0,0,12,0,-,-,12.00,-,0,0
Asad Ali,PAK,2013-2013,2,2,4.0,0,33,0,-,-,8.25,-,0,0
KIC Asalanka,SL,2021-2022,20,2,4.0,0,21,0,-,-,5.25,-,0,0
Ashraful Shuvo,EST,2021-2021,3,3,6.0,0,46,0,-,-,7.66,-,0,0
Aslam Doria,PNM,2021-2021,3,1,1.0,0,16,0,-,-,16.00,-,0,0
Atif Ali Khan,UAE,2016-2016,1,1,4.0,0,43,0,-,-,10.75,-,0,0
Avi Dixit,SGP,2019-2019,1,1,1.0,0,15,0,-,-,15.00,-,0,0
P Awana,INDIA,2012-2012,2,2,6.0,0,71,0,-,-,11.83,-,0,0
Azmat Ali,GER,2021-2021,2,1,1.0,0,9,0,-,-,9.00,-,0,0
KMC Bandara,SL,2016-2016,1,1,1.0,0,11,0,-,-,11.00,-,0,0
KNA Bandara,SL,2021-2021,4,1,1.0,0,2,0,-,-,2.00,-,0,0
NN Banner,Blz,2021-2021,2,2,5.0,0,58,0,-,-,11.60,-,0,0
GEF Barnett,CAN,2008-2010,5,1,1.0,0,11,0,-,-,11.00,-,0,0
GJ Batty,ENG,2009-2009,1,1,3.0,0,17,0,-,-,5.66,-,0,0
RR Behera,USA,2021-2021,2,1,1.0,0,5,0,-,-,5.00,-,0,0
DE Bernard,WI,2009-2009,1,1,4.0,0,17,0,-,-,4.25,-,0,0
P Bharat Patel,PNM,2019-2019,2,2,5.0,0,40,0,-,-,8.00,-,0,0
Meet Bhavsar,KUW,2019-2021,13,1,1.0,0,11,0,-,-,11.00,-,0,0
RL Bhudia,KENYA,2007-2007,3,3,7.2,0,78,0,-,-,10.63,-,0,0
K Birkenstock,NAM,2019-2021,9,4,5.0,0,44,0,-,-,8.80,-,0,0
KK Bishnoi,,2019-2019,3,2,3.0,0,27,0,-,-,9.00,-,0,0
NE Bonner,WI,2011-2012,2,1,2.0,0,18,0,-,-,9.00,-,0,0
IDR Bradshaw,WI,2006-2006,1,1,4.0,0,22,0,-,-,5.50,-,0,0
M Brasier,Fin,2022-2022,1,1,2.0,0,22,0,-,-,11.00,-,0,0
J Broad,GER,2022-2022,5,3,3.3,0,30,0,-,-,8.57,-,0,0
DR Brown,SCOT,2007-2007,2,1,4.0,0,44,0,-,-,11.00,-,0,0
DK Butler,WI,2006-2006,1,1,3.0,0,22,0,-,-,7.33,-,0,0
J Butler,GUE,2019-2022,17,1,1.0,0,15,0,-,-,15.00,-,0,0
JD Campbell,WI,2019-2019,2,1,1.0,0,1,0,-,-,1.00,-,0,0
TO Carmichael,USA,2021-2021,2,2,6.0,0,43,0,-,-,7.16,-,0,0
TL Chivanga,ZIM,2022-2022,1,1,2.0,0,23,0,-,-,11.50,-,0,0
J Cutinho,CRC,2019-2019,3,1,0.5,0,7,0,-,-,8.40,-,0,0
KC D'Souza,BUL,2020-2022,24,1,1.0,0,6,0,-,-,6.00,-,0,0
DAP Darrell,BMUDA,2019-2019,11,1,2.0,0,14,0,-,-,7.00,-,0,0
N Deonarine,WI,2010-2013,8,4,9.0,0,87,0,-,-,9.66,-,0,0
PC de Silva,SL,2017-2017,2,2,2.0,0,30,0,-,-,15.00,-,0,0
ST de Silva,SL,2017-2017,3,1,1.0,0,10,0,-,-,10.00,-,0,0
N Dhamba,OMA,2022-2022,1,1,3.0,0,12,0,-,-,4.00,-,0,0
BJ Diamanti,NZ,2009-2009,1,1,2.0,0,19,0,-,-,9.50,-,0,0
B Dugic,SRB,2019-2019,2,2,2.3,0,22,0,-,-,8.80,-,0,0
F du Plessis,SA/World,2012-2020,50,2,1.2,0,3,0,-,-,2.25,-,0,0
AB Dursak,TKY,2019-2019,4,3,8.4,0,134,0,-,-,15.46,-,0,0
BJ Dwarshuis,AUS,2022-2022,1,1,3.0,0,42,0,-,-,14.00,-,0,0
PS Eaglestone,IRE,2010-2010,1,1,2.0,0,16,0,-,-,8.00,-,0,0
Emran Shahbakhsh,Iran,2020-2020,3,1,0.5,0,14,0,-,-,16.80,-,0,0
Fahad Tariq,UAE,2016-2016,6,2,3.0,0,26,0,-,-,8.66,-,0,0
Faisal Mehmood,Belg,2021-2021,3,2,1.1,0,7,0,-,-,6.00,-,0,0
Fakhar Zaman,PAK,2017-2022,65,1,1.0,0,12,0,-,-,12.00,-,0,0
Fazal Niazai,AFG,2019-2019,1,1,1.0,0,13,0,-,-,13.00,-,0,0
MVT Fernando,SL,2017-2017,1,1,2.0,0,16,0,-,-,8.00,-,0,0
AJ Finch,AUS,2011-2022,92,2,2.0,0,27,0,-,-,13.50,-,0,0
DR Flynn,NZ,2008-2012,5,1,1.0,0,7,0,-,-,7.00,-,0,0
S Franklin,SUI,2021-2021,2,2,4.0,0,37,0,-,-,9.25,-,0,0
GF Gomes,MOZ,2019-2019,7,1,2.0,0,16,0,-,-,8.00,-,0,0
R Goodwin,PHI,2019-2022,9,1,2.0,0,21,0,-,-,10.50,-,0,0
M Gouws,GIBR,2022-2022,6,2,6.5,0,65,0,-,-,9.51,-,0,0
MJ Guptill,NZ,2009-2021,112,1,1.0,0,11,0,-,-,11.00,-,0,0
Hamza Dar,ESP,2019-2022,8,1,2.0,0,22,0,-,-,11.00,-,0,0
A Harris,Bhm,2021-2022,6,2,3.0,0,29,0,-,-,9.66,-,0,0
Hasan Mahmud,BAN,2020-2020,1,1,4.0,0,25,0,-,-,6.25,-,0,0
Hasheem Shahzad,MLT,2019-2019,2,1,4.0,0,32,0,-,-,8.00,-,0,0
Hashir Hussain,NOR,2021-2021,1,1,1.0,0,10,0,-,-,10.00,-,0,0
Hassan Khan Mohammad,HKG,2020-2020,1,1,2.0,0,22,0,-,-,11.00,-,0,0
P Hatchman,GIBR,2021-2021,9,1,1.0,0,22,0,-,-,22.00,-,0,0
T Henderson,SA,2006-2006,1,1,4.0,0,31,0,-,-,7.75,-,0,0
RR Hendricks,SA,2014-2022,42,1,1.0,0,21,0,-,-,21.00,-,0,0
H Hiri,PNG,2016-2021,6,1,1.0,0,5,0,-,-,5.00,-,0,0
Hisham Sheikh,Saudi,2021-2021,4,3,5.4,0,48,0,-,-,8.47,-,0,0
DJ Hooda,INDIA,2022-2022,3,1,3.0,0,24,0,-,-,8.00,-,0,0
MEK Hussey,AUS,2005-2012,38,1,1.0,0,5,0,-,-,5.00,-,0,0
Ibrahim Khan,Saudi,2019-2019,1,1,2.0,0,17,0,-,-,8.50,-,0,0
Iftekar Jaman,CYP,2021-2021,2,1,1.0,0,15,0,-,-,15.00,-,0,0
G Irvin,Bhm,2021-2021,2,2,6.0,0,63,0,-,-,10.50,-,0,0
Israr Khan,GER,2021-2021,2,2,4.0,0,37,0,-,-,9.25,-,0,0
B Ivanov,BUL,2019-2021,10,1,2.0,0,36,0,-,-,18.00,-,0,0
H Ivanov,BUL,2019-2021,13,1,2.0,0,11,0,-,-,5.50,-,0,0
SS Iyer,INDIA,2017-2022,39,1,0.2,0,2,0,-,-,6.00,-,0,0
ZR Jabeneke,TAN,2021-2021,3,1,1.0,0,8,0,-,-,8.00,-,0,0
Jagjit Singh,Peru,2019-2019,4,1,1.0,0,10,0,-,-,10.00,-,0,0
NA Janes,THAI,2019-2019,2,1,1.0,0,12,0,-,-,12.00,-,0,0
T Jamtsho,BHU,2019-2019,2,2,4.1,0,48,0,-,-,11.52,-,0,0
D Jansen,IOM,2021-2021,1,1,3.0,0,23,0,-,-,7.66,-,0,0
Jatinder Singh,OMA,2015-2022,39,1,2.0,0,17,0,-,-,8.50,-,0,0
Javed Maroofkhail,NOR,2019-2019,2,1,2.0,0,22,0,-,-,11.00,-,0,0
DPMD Jayawardene,SL,2006-2014,55,1,1.0,0,8,0,-,-,8.00,-,0,0
P Jayeshbhai Patel,PNM,2019-2019,2,1,2.0,0,21,0,-,-,10.50,-,0,0
Jay Odedra,OMA,2019-2019,3,3,7.0,0,74,0,-,-,10.57,-,0,0
BE Johnson,GUE,2022-2022,1,1,2.0,0,32,0,-,-,16.00,-,0,0
NG Jones,IRE,2010-2012,5,2,2.0,0,14,0,-,-,7.00,-,0,0
I Kaia,ZIM,2021-2022,7,1,1.0,0,5,0,-,-,5.00,-,0,0
MO Kain,USA,2021-2021,2,1,4.0,0,37,0,-,-,9.25,-,0,0
B Kalki Kumar,MLT,2021-2021,2,2,5.0,0,40,0,-,-,8.00,-,0,0
Kamran Khan,QAT,2019-2021,25,2,4.1,0,48,0,-,-,11.52,-,0,0
TP Kamungozi,ZIM,2014-2014,1,1,2.0,0,17,0,-,-,8.50,-,0,0
S Kansoy,TKY,2019-2019,4,1,1.0,0,14,0,-,-,14.00,-,0,0
Karthik Pillai,BUL,2022-2022,2,2,5.0,0,48,0,-,-,9.60,-,0,0
M Kartik,INDIA,2007-2007,1,1,4.0,0,27,0,-,-,6.75,-,0,0
Karweng NG,PHI,2019-2019,4,3,9.0,0,81,0,-,-,9.00,-,0,0
I Katzarski,BUL,2019-2022,13,2,2.0,0,25,0,-,-,12.50,-,0,0
JM Kemp,SA,2005-2007,8,1,1.0,0,5,0,-,-,5.00,-,0,0
AL Kerai,SLE,2021-2021,9,1,1.0,0,9,0,-,-,9.00,-,0,0
Khurram Shahzad,QAT,2020-2020,7,1,1.0,0,8,0,-,-,8.00,-,0,0
Khushdil Shah,PAK,2019-2022,13,2,2.0,0,15,0,-,-,7.50,-,0,0
GE Kidd,IRE,2010-2010,1,1,3.0,0,32,0,-,-,10.66,-,0,0
RJ Kirtley,ENG,2007-2007,1,1,1.0,0,17,0,-,-,17.00,-,0,0
H Klaasen,SA,2018-2022,30,1,1.0,0,14,0,-,-,14.00,-,0,0
GJP Kruger,SA,2006-2006,1,1,4.0,0,29,0,-,-,7.25,-,0,0
S Kubheka,,2021-2021,5,3,4.0,0,42,0,-,-,10.50,-,0,0
JS Kundi,KENYA,2019-2019,6,2,2.0,0,15,0,-,-,7.50,-,0,0
M Kyriacou,CYP,2021-2021,6,2,3.3,0,36,0,-,-,10.28,-,0,0
D la Cock,NAM,2022-2022,3,1,1.0,0,11,0,-,-,11.00,-,0,0
A Lagos,GRC,2019-2019,1,1,2.0,0,13,0,-,-,6.50,-,0,0
L Lamin,SLE,2021-2021,10,1,1.0,0,11,0,-,-,11.00,-,0,0
RDM Leverock,BMUDA,2008-2008,2,2,5.0,0,27,0,-,-,5.40,-,0,0
RN Lewis,WI,2008-2008,1,1,1.0,0,9,0,-,-,9.00,-,0,0
C Liebenberg,IOM,2020-2020,1,1,2.0,0,14,0,-,-,7.00,-,0,0
I Lisboa,Chile,2019-2019,1,1,2.0,0,17,0,-,-,8.50,-,0,0
AM McCarthy,WI,2018-2018,1,1,2.0,0,12,0,-,-,6.00,-,0,0
LD Madushanka,SL,2019-2021,3,1,4.0,0,36,0,-,-,9.00,-,0,0
Mahmud Jasat,PNM,2021-2021,6,2,2.0,0,27,0,-,-,13.50,-,0,0
C Mahoney,Peru,2019-2019,3,1,1.0,0,10,0,-,-,10.00,-,0,0
BF Mailata,Samoa,2019-2019,4,2,2.0,0,24,0,-,-,12.00,-,0,0
JS Malhotra,USA,2019-2021,12,3,4.0,0,18,0,-,-,4.50,-,0,0
M Markande,INDIA,2019-2019,1,1,4.0,0,31,0,-,-,7.75,-,0,0
D Marks,MLT,2019-2019,2,2,7.0,0,54,0,-,-,7.71,-,0,0
J Marples,GIBR,2021-2022,15,2,5.0,0,71,0,-,-,14.20,-,0,0
Masood Jayezeh,Iran,2020-2020,3,3,3.0,0,42,0,-,-,14.00,-,0,0
DK Mathias,BHR,2022-2022,4,2,4.0,0,35,0,-,-,8.75,-,0,0
S Matsikenyeri,ZIM,2006-2012,10,3,2.4,0,23,0,-,-,8.62,-,0,0
KR Mayers,WI,2020-2022,7,1,1.0,0,10,0,-,-,10.00,-,0,0
R Mazumder,CYP,2021-2021,6,1,1.0,0,6,0,-,-,6.00,-,0,0
GJ McCarter,IRE,2015-2015,3,2,5.0,0,50,0,-,-,10.00,-,0,0
A Mehmood,HKG,2016-2016,2,1,1.0,0,12,0,-,-,12.00,-,0,0
Mehrab Hossain jnr,BAN,2008-2009,2,1,2.5,0,20,0,-,-,7.05,-,0,0
D Mejia,CRC,2019-2019,3,2,4.0,0,23,0,-,-,5.75,-,0,0
PHKD Mendis,SL,2018-2021,5,4,8.0,0,70,0,-,-,8.75,-,0,0
KO Meth,ZIM,2012-2012,2,2,7.0,0,64,0,-,-,9.14,-,0,0
AJ Michael,Samoa,2019-2019,4,1,2.0,0,18,0,-,-,9.00,-,0,0
Mihusan Hamid,Mald,2019-2019,1,1,3.0,0,29,0,-,-,9.66,-,0,0
Mohamed Arief,MAL,2019-2020,12,2,2.0,0,19,0,-,-,9.50,-,0,0
Mohamed Rishwan,Mald,2019-2021,18,1,2.0,0,22,0,-,-,11.00,-,0,0
Mohammad Ayaz,UAE,2020-2020,1,1,2.0,0,25,0,-,-,12.50,-,0,0
Mohammad Tauqir,UAE,2015-2015,3,3,7.0,1,55,0,-,-,7.85,-,0,0
JN Mohammed,WI,2017-2018,9,2,2.0,0,13,0,-,-,6.50,-,0,0
Mohammed Asghar,KUW,2019-2019,4,2,4.0,0,28,0,-,-,7.00,-,0,0
Mohammed Qasim,UAE,2016-2017,3,1,1.0,0,8,0,-,-,8.00,-,0,0
HJC Mol,NED,2008-2008,4,1,1.3,0,12,0,-,-,8.00,-,0,0
Mominul Haque,BAN,2012-2014,6,2,3.0,0,32,0,-,-,10.66,-,0,0
JWN Moses,BOT,2019-2021,7,2,8.0,0,46,0,-,-,5.75,-,0,0
G Moti-Kanhai,WI,2021-2021,1,1,4.0,0,29,0,-,-,7.25,-,0,0
FJ Mpegna,CAM,2021-2021,4,1,2.0,0,37,0,-,-,18.50,-,0,0
Fahim Bhatti,Belg,2022-2022,2,2,7.0,2,21,0,-,-,3.00,-,0,0
Muhammad Asjed,ESP,2019-2021,3,1,1.0,0,9,0,-,-,9.00,-,0,0
Muhammad Musa,PAK,2019-2020,2,2,7.5,0,62,0,-,-,7.91,-,0,0
Muhammad Naeem,Saudi,2019-2020,7,1,1.0,0,13,0,-,-,13.00,-,0,0
Muhammed Shanil,UAE,2016-2016,1,1,4.0,0,49,0,-,-,12.25,-,0,0
Muhammad Younis,BHR,2020-2022,11,1,1.0,0,13,0,-,-,13.00,-,0,0
Muhammad Zaghlool,Blz,2021-2021,2,2,4.0,0,39,0,-,-,9.75,-,0,0
RG Mukasa,UGA,2019-2021,9,3,11.0,0,85,0,-,-,7.72,-,0,0
Muktar Ali,BAN,2016-2016,1,1,2.0,0,17,0,-,-,8.50,-,0,0
FF Mulivai,Samoa,2019-2019,4,1,0.1,0,6,0,-,-,36.00,-,0,0
CT Mumba,ZIM,2020-2020,2,2,5.0,0,50,0,-,-,10.00,-,0,0
T Munyonga,ZIM,2019-2022,9,1,1.0,0,3,0,-,-,3.00,-,0,0
Murtaza Yamin,CYP,2021-2021,1,1,3.0,0,29,0,-,-,9.66,-,0,0
A Mustafa,Arg,2021-2021,1,1,3.0,0,9,0,-,-,3.00,-,0,0
D Myers,ZIM,2021-2021,8,2,5.0,0,54,0,-,-,10.80,-,0,0
S Nadigotla,ROM,2019-2022,14,1,2.0,0,10,0,-,-,5.00,-,0,0
Nanda Kumar,CRC,2019-2019,3,1,1.0,0,10,0,-,-,10.00,-,0,0
M Nandela,Mex,2019-2019,2,1,1.0,0,13,0,-,-,13.00,-,0,0
Nasir Aziz,UAE,2015-2015,1,1,4.0,0,21,0,-,-,5.25,-,0,0
Navid Balouch,Iran,2020-2020,3,1,2.0,0,23,0,-,-,11.50,-,0,0
Najmul Hossain Shanto,BAN,2019-2021,6,1,1.0,0,3,0,-,-,3.00,-,0,0
S Nerandzic,SRB,2019-2019,2,1,2.0,0,26,0,-,-,13.00,-,0,0
TW Nightingale,GUE,2020-2022,8,4,7.0,0,54,0,-,-,7.71,-,0,0
EM Nino,Arg,2021-2021,2,1,2.0,0,21,0,-,-,10.50,-,0,0
VM Nyauchi,ZIM,2022-2022,1,1,3.0,0,37,0,-,-,12.33,-,0,0
J Nyumbu,ZIM,2018-2018,2,2,6.0,0,76,0,-,-,12.66,-,0,0
R Olipa,UGA,2019-2019,2,1,1.0,0,8,0,-,-,8.00,-,0,0
VS Padhaal,Fin,2019-2022,11,1,1.0,0,12,0,-,-,12.00,-,0,0
A Patel,MWI,2019-2019,2,1,1.0,0,19,0,-,-,19.00,-,0,0
R Pathan,CAN,2021-2022,11,1,2.0,0,24,0,-,-,12.00,-,0,0
TAW Patterson,Blz,2021-2021,3,1,2.0,0,31,0,-,-,15.50,-,0,0
C Pengkumta,THAI,2019-2020,5,4,7.0,0,58,0,-,-,8.28,-,0,0
AK Perera,SL,2013-2019,6,1,1.0,0,17,0,-,-,17.00,-,0,0
PDRL Perera,SL,2006-2006,2,2,7.0,0,77,0,-,-,11.00,-,0,0
T Perera,BOT,2019-2021,10,2,3.0,0,37,0,-,-,12.33,-,0,0
S Periyalwar,ROM,2019-2022,19,1,0.1,0,4,0,-,-,24.00,-,0,0
V Permaul,WI,2018-2018,1,1,0.3,0,8,0,-,-,16.00,-,0,0
OL Pitcher,BMUDA,2008-2008,3,1,1.0,0,7,0,-,-,7.00,-,0,0
KH Prajapati,OMA,2021-2022,11,1,0.2,0,4,0,-,-,12.00,-,0,0
C Prasad,CRC,2019-2019,3,1,2.0,0,12,0,-,-,6.00,-,0,0
KTGD Prasad,SL,2011-2011,1,1,3.0,0,37,0,-,-,12.33,-,0,0
Moshiur Rahman,EST,2021-2021,3,1,0.4,0,14,0,-,-,21.00,-,0,0
EC Rainsford,ZIM,2010-2010,2,2,6.0,0,67,0,-,-,11.16,-,0,0
T Rajiv,SEY,2021-2021,6,1,1.0,0,16,0,-,-,16.00,-,0,0
S Ramakrishnan,CZK-R,2022-2022,4,1,3.0,0,32,0,-,-,10.66,-,0,0
Rashid Khan,NEPAL,2019-2019,1,1,4.0,0,19,0,-,-,4.75,-,0,0
Robiul Islam,BAN,2013-2013,1,1,1.0,0,13,0,-,-,13.00,-,0,0
R Rohan,SGP,2019-2020,13,1,1.0,0,7,0,-,-,7.00,-,0,0
GR Russ,PHI,2019-2022,7,2,3.0,0,52,0,-,-,17.33,-,0,0
Saad Nasim,PAK,2014-2014,3,1,1.0,0,12,0,-,-,12.00,-,0,0
Saif Hassan,BAN,2021-2021,2,1,0.1,0,1,0,-,-,6.00,-,0,0
Sajedul Islam,BAN,2013-2013,1,1,1.0,0,15,0,-,-,15.00,-,0,0
Sakib Hasan,SRB,2019-2019,2,1,1.0,0,13,0,-,-,13.00,-,0,0
Samir Patel,LES,2021-2021,6,1,2.0,0,22,0,-,-,11.00,-,0,0
TW Samuels,Blz,2021-2021,5,3,5.0,0,52,0,-,-,10.40,-,0,0
Sandeep Nair,BUL,2022-2022,3,1,1.0,0,15,0,-,-,15.00,-,0,0
S Sandeep Warrier,INDIA,2021-2021,1,1,3.0,0,23,0,-,-,7.66,-,0,0
OT Sankoh,SLE,2021-2021,1,1,1.0,0,9,0,-,-,9.00,-,0,0
Sapan Mehta,Fin,2022-2022,3,1,1.0,0,9,0,-,-,9.00,-,0,0
Saqlain Arshad,QAT,2019-2019,2,1,1.0,0,12,0,-,-,12.00,-,0,0
Saqlain Sajib,BAN,2016-2016,1,1,3.3,0,40,0,-,-,11.42,-,0,0
Saqib Naveed,EST,2021-2021,2,2,4.0,0,70,0,-,-,17.50,-,0,0
Sazzad Hosen,Belg,2020-2021,6,1,2.0,0,22,0,-,-,11.00,-,0,0
M Sedgwick,EST,2021-2021,3,1,1.0,0,21,0,-,-,21.00,-,0,0
V Sehwag,INDIA,2006-2012,19,1,1.0,0,20,0,-,-,20.00,-,0,0
K Senamontree,THAI,2019-2019,2,2,2.0,0,29,0,-,-,14.50,-,0,0
YSD Seneveratne,Caym,2019-2019,6,2,2.0,0,22,0,-,-,11.00,-,0,0
Shabbir Ahmed,PAK,2007-2007,1,1,2.0,0,19,0,-,-,9.50,-,0,0
Shakerullah Safi,DEN,2021-2021,4,2,3.0,0,25,0,-,-,8.33,-,0,0
Shamim Hossain,BAN,2021-2021,10,2,2.0,0,11,0,-,-,5.50,-,0,0
JNK Shannon,IRE,2013-2018,8,1,1.0,0,11,0,-,-,11.00,-,0,0
SM Sharma,UAE,2021-2021,1,1,3.0,0,22,0,-,-,7.33,-,0,0
Shoaib Gazi Hossain,Chile,2019-2019,4,1,2.0,0,23,0,-,-,11.50,-,0,0
P Silas,BOT,2019-2021,8,1,1.0,0,21,0,-,-,21.00,-,0,0
KRP Silva,USA,2019-2019,2,1,2.0,0,19,0,-,-,9.50,-,0,0
M Simmons,BMUDA,2019-2021,6,1,2.1,0,21,0,-,-,9.69,-,0,0
H Singh,GER,2019-2021,23,1,1.0,0,16,0,-,-,16.00,-,0,0
S Singh,KENYA,2021-2021,5,1,1.0,0,8,0,-,-,8.00,-,0,0
GC Smith,SA,2005-2011,33,3,4.0,0,57,0,-,-,14.25,-,0,0
RAJ Smith,SCOT,2019-2019,2,2,6.5,0,66,0,-,-,9.65,-,0,0
JN Snape,ENG,2007-2007,1,1,1.0,0,12,0,-,-,12.00,-,0,0
GJ Snyman,SA,2021-2021,1,1,1.0,0,12,0,-,-,12.00,-,0,0
Sohaib Maqsood,PAK,2013-2021,26,1,1.0,0,12,0,-,-,12.00,-,0,0
Soheel Hussain,Belg,2019-2019,1,1,1.0,0,7,0,-,-,7.00,-,0,0
Sohrawordi Shuvo,BAN,2010-2010,1,1,1.0,0,12,0,-,-,12.00,-,0,0
S Sola,Samoa,2019-2019,4,1,1.0,0,9,0,-,-,9.00,-,0,0
S Soosiyakumar,BUL,2019-2019,1,1,2.0,0,16,0,-,-,8.00,-,0,0
GA Stuurman,SA,2021-2021,1,1,2.0,0,28,0,-,-,14.00,-,0,0
Suresh Kumar,Peru,2019-2019,2,2,4.0,0,35,0,-,-,8.75,-,0,0
T Taibu,ZIM,2007-2012,17,2,4.0,0,41,0,-,-,10.25,-,0,0
Talha Khan,GER,2019-2022,21,1,0.1,0,1,0,-,-,6.00,-,0,0
Tarun Sharma,Mex,2019-2019,8,1,1.0,0,14,0,-,-,14.00,-,0,0
I Tchakou,CAM,2021-2021,4,1,2.0,0,33,0,-,-,16.50,-,0,0
J Thinley,BHU,2019-2019,2,2,3.0,0,25,0,-,-,8.33,-,0,0
S Tobgay,BHU,2019-2019,2,1,4.0,0,50,0,-,-,12.50,-,0,0
CK Tshuma,ZIM,2020-2020,1,1,1.0,0,10,0,-,-,10.00,-,0,0
TE Tucker,BMUDA,2008-2008,1,1,2.0,0,5,0,-,-,2.50,-,0,0
S Tyagi,INDIA,2009-2009,1,1,2.0,0,21,0,-,-,10.50,-,0,0
W Uisuk,THAI,2020-2020,4,2,4.0,0,45,0,-,-,11.25,-,0,0
E Ul Haq,NOR,2019-2021,10,1,0.1,0,4,0,-,-,24.00,-,0,0
R Ulutuna,TKY,2019-2019,4,1,1.0,0,11,0,-,-,11.00,-,0,0
Umair Tariq,Aut,2021-2022,4,3,6.0,0,59,0,-,-,9.83,-,0,0
M van Lingen,NAM,2021-2022,10,3,3.2,0,35,0,-,-,10.50,-,0,0
S Vats,LUX,2020-2021,5,5,16.0,0,139,0,-,-,8.68,-,0,0
S Vesawkar,NEPAL,2014-2022,20,2,5.0,0,41,0,-,-,8.20,-,0,0
M Vijay,INDIA,2010-2015,9,1,2.0,0,9,0,-,-,4.50,-,0,0
S Vijay Unni,MAL,2022-2022,2,2,3.0,0,35,0,-,-,11.66,-,0,0
Vimal Kumar,PHI,2019-2022,4,2,6.0,0,67,0,-,-,11.16,-,0,0
MN Waller,ZIM,2011-2018,32,3,5.0,0,42,0,-,-,8.40,-,0,0
Waqar Zalmai,Aut,2021-2021,1,1,2.0,0,37,0,-,-,18.50,-,0,0
Waqas Ali,Belg,2019-2019,2,1,1.0,0,9,0,-,-,9.00,-,0,0
Waqas Khan,HKG,2014-2020,16,1,1.0,0,12,0,-,-,12.00,-,0,0
Waqas Raja,Fin,2019-2019,1,1,1.0,0,9,0,-,-,9.00,-,0,0
Wasim Ali,OMA,2019-2020,3,3,8.0,0,42,0,-,-,5.25,-,0,0
DS Wesonga,KENYA,2021-2021,3,1,2.0,0,15,0,-,-,7.50,-,0,0
JW Wilson,NZ,2005-2005,1,1,4.0,0,43,0,-,-,10.75,-,0,0
JJ Wright,,2021-2021,5,2,4.0,0,36,0,-,-,9.00,-,0,0
B Yadav,NEPAL,2022-2022,5,2,2.0,0,25,0,-,-,12.50,-,0,0
Yasir Shah,PAK,2011-2011,2,2,4.0,0,39,0,-,-,9.75,-,0,0
N Yordanov,BUL,2019-2019,2,1,3.0,0,20,0,-,-,6.66,-,0,0
Zaheer Ibrahim,QAT,2019-2021,24,2,1.1,0,4,0,-,-,3.42,-,0,0
Zahir Mohammed,HUN,2021-2022,10,1,1.0,0,23,0,-,-,23.00,-,0,0
Zeeshan Abbas,BHR,2019-2019,1,1,4.0,0,20,0,-,-,5.00,-,0,0
Zoheb Malek,MLT,2021-2021,1,1,3.0,0,28,0,-,-,9.33,-,0,0
ME Sanuth,OMA,2020-2020,1,-,-,-,-,-,-,-,-,-,-,-
Aamer Ikram,PORT,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
Aasif Sheikh,NEPAL,2021-2022,18,-,-,-,-,-,-,-,-,-,-,-
