name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
LF Goncalves,,2019-2019,3,2,0,16,13,8.00,21,76.19,0,0,0,1,0
EH Hutchinson,USA,2019-2021,4,1,0,16,16,16.00,8,200.00,0,0,0,3,0
WJ Lubbe,SA,2021-2021,2,2,0,16,12,8.00,10,160.00,0,0,0,4,0
SSB Magala,SA,2021-2021,4,2,1,16,9*,16.00,13,123.07,0,0,0,0,2
Mehrab Hossain jnr,BAN,2008-2009,2,2,1,16,10,16.00,25,64.00,0,0,0,1,0
K Modise,BOT,2019-2019,3,3,0,16,10,5.33,16,100.00,0,0,1,2,1
FJ Mpegna,CAM,2021-2021,4,4,2,16,8*,8.00,25,64.00,0,0,0,2,1
Muhammad Asjed,ESP,2019-2021,3,2,0,16,9,8.00,16,100.00,0,0,0,2,0
S Ramakrishnan,CZK-R,2022-2022,4,2,0,16,15,8.00,22,72.72,0,0,0,1,0
D Ravu,PNG,2019-2021,20,6,1,16,6,3.20,18,88.88,0,0,1,2,0
JB Reva,PNG,2015-2019,9,4,0,16,7,4.00,22,72.72,0,0,0,1,1
KW Richardson,AUS,2014-2022,30,5,2,16,9,5.33,15,106.66,0,0,1,0,0
BJ Rohrer,AUS,2013-2013,1,1,0,16,16,16.00,14,114.28,0,0,0,0,1
BV Save,MAL,2020-2020,2,2,0,16,9,8.00,17,94.11,0,0,0,3,0
EHSN Silva,UAE,2014-2014,2,2,1,16,13*,16.00,22,72.72,0,0,0,1,0
P Taylor,CZK-R,2019-2021,11,3,1,16,7*,8.00,16,100.00,0,0,0,1,0
Vikramjit Singh,NED,2019-2021,2,2,0,16,15,8.00,18,88.88,0,0,0,1,0
Zain Ul Abidin,Saudi,2021-2021,4,3,1,16,12*,8.00,18,88.88,0,0,0,1,0
Aamer Yamin,PAK,2015-2018,2,1,1,15,15*,-,6,250.00,0,0,0,1,1
Abdul Majid,BHR,2020-2021,6,3,2,15,12,15.00,13,115.38,0,0,0,2,0
Aftab Ahmed,2,2019-2021,4,3,0,15,10,5.00,27,55.55,0,0,0,1,0
AB Agarkar,INDIA,2006-2007,4,2,0,15,14,7.50,11,136.36,0,0,0,2,0
Aanand Pandey,LUX,2021-2021,3,1,0,15,15,15.00,13,115.38,0,0,0,1,0
Anowarul Islam,THAI,2019-2019,4,4,0,15,9,3.75,20,75.00,0,0,1,1,1
NW Bracken,AUS,2006-2009,19,6,3,15,4*,5.00,22,68.18,0,0,1,1,0
K Christie,HKG,2019-2019,11,4,2,15,11*,7.50,20,75.00,0,0,0,0,0
GL Cloete,SA,2018-2019,2,2,0,15,13,7.50,15,100.00,0,0,0,2,0
N Dutta,CAN,2019-2019,11,3,2,15,12,15.00,13,115.38,0,0,0,1,0
KR Ebanks,Caym,2019-2019,5,4,0,15,8,3.75,27,55.55,0,0,1,1,0
LH Ferguson,NZ,2017-2021,15,2,0,15,14,7.50,11,136.36,0,0,0,0,2
Ghulam Ahmadi,GER,2021-2022,18,5,4,15,11*,15.00,14,107.14,0,0,0,1,0
Hamed Khan,HKG,2020-2020,3,3,0,15,10,5.00,19,78.94,0,0,1,2,0
Huzaifa Mohammed,PHI,2022-2022,5,3,3,15,11*,-,26,57.69,0,0,0,0,0
Junaid Siddique,UAE,2019-2022,21,7,3,15,10*,3.75,21,71.42,0,0,2,0,1
E Katchay,CAN,2008-2008,4,3,2,15,8*,15.00,25,60.00,0,0,1,0,0
AC Kose,TKY,2019-2019,4,4,0,15,15,3.75,33,45.45,0,0,3,3,0
N Mapunda,TAN,2021-2021,7,2,1,15,15,15.00,21,71.42,0,0,0,2,0
K Mishara,SL,2022-2022,3,3,0,15,13,5.00,19,78.94,0,0,0,2,0
N Nankov,BUL,2019-2021,5,3,1,15,14,7.50,25,60.00,0,0,0,1,0
Nasrulla Rana,HKG,2019-2020,11,6,2,15,7,3.75,26,57.69,0,0,3,0,0
D Nath,NEPAL,2022-2022,4,3,1,15,15*,7.50,11,136.36,0,0,2,3,0
LA Pomersbach,AUS,2007-2007,1,1,0,15,15,15.00,7,214.28,0,0,0,1,1
RW Price,ZIM,2008-2012,16,9,4,15,7*,3.00,28,53.57,0,0,1,1,0
R Rampaul,WI,2007-2021,27,7,5,15,8,7.50,29,51.72,0,0,0,0,0
N Rana,INDIA,2021-2021,2,2,0,15,9,7.50,27,55.55,0,0,0,0,0
Rizwan Mangera,PNM,2021-2021,4,4,1,15,9,5.00,37,40.54,0,0,0,2,0
Sazib Bhuiyan,CZK-R,2022-2022,6,3,0,15,7,5.00,15,100.00,0,0,0,2,0
Shabir Noori,AFG,2012-2012,1,1,0,15,15,15.00,18,83.33,0,0,0,1,0
Shoaib Ali,Saudi,2019-2020,8,3,0,15,9,5.00,21,71.42,0,0,1,2,0
Shoriful Islam,BAN,2021-2022,19,9,4,15,6,3.00,17,88.23,0,0,3,2,1
J Smits,NED,2008-2009,6,2,1,15,11*,15.00,27,55.55,0,0,0,0,0
AO Suji,KENYA,2007-2010,8,5,2,15,7,5.00,29,51.72,0,0,0,0,0
MK Tiwary,INDIA,2011-2012,3,1,0,15,15,15.00,17,88.23,0,0,0,0,0
Usama Master,MWI,2019-2019,6,2,0,15,15,7.50,13,115.38,0,0,1,1,0
VB van Jaarsveld,SA,2009-2009,3,3,0,15,12,5.00,23,65.21,0,0,1,0,0
B Yadav,NEPAL,2022-2022,5,2,0,15,8,7.50,23,65.21,0,0,0,1,0
Abul Hasan,BAN,2012-2018,5,2,0,14,9,7.00,11,127.27,0,0,0,2,0
Ansh Tandon,UAE,2020-2020,1,1,0,14,14,14.00,9,155.55,0,0,0,3,0
Atif Rasheed,Fin,2022-2022,1,1,0,14,14,14.00,15,93.33,0,0,0,1,0
PRP Boissevain,NED,2019-2021,7,3,1,14,7*,7.00,19,73.68,0,0,1,1,0
SG Borthwick,ENG,2011-2011,1,1,0,14,14,14.00,16,87.50,0,0,0,2,0
G Dutta,Mex,2019-2019,7,6,0,14,8,2.33,28,50.00,0,0,3,1,0
ST Finn,ENG,2011-2015,21,3,3,14,8*,-,19,73.68,0,0,0,1,0
Ibrahim Zadran,AFG,2019-2019,3,3,0,14,11,4.66,26,53.84,0,0,0,0,1
B Jagroo,Bhm,2021-2022,9,4,3,14,5*,14.00,17,82.35,0,0,1,1,0
P Jayeshbhai Patel,PNM,2019-2019,2,2,1,14,8*,14.00,11,127.27,0,0,0,0,0
T Langa,VAN,2019-2019,1,1,0,14,14,14.00,9,155.55,0,0,0,2,0
CJ Langford,IOM,2020-2021,4,2,1,14,8,14.00,13,107.69,0,0,0,1,0
WJ Malinda,Mald,2019-2021,6,5,1,14,10*,3.50,22,63.63,0,0,1,0,1
JAH Marshall,NZ,2005-2008,3,2,0,14,13,7.00,15,93.33,0,0,0,2,0
AN Petersen,SA,2010-2010,2,2,0,14,8,7.00,19,73.68,0,0,0,1,0
VD Philander,SA,2007-2007,7,4,0,14,6,3.50,28,50.00,0,0,0,0,0
S Pillai,CRC,2019-2019,3,3,0,14,6,4.66,27,51.85,0,0,0,1,0
C Prasad,CRC,2019-2019,3,3,1,14,11,7.00,29,48.27,0,0,1,1,0
Rakibul Hasan,ITA,2019-2019,8,4,1,14,5*,4.66,17,82.35,0,0,1,1,0
CM Rocca,GIBR,2022-2022,2,1,0,14,14,14.00,19,73.68,0,0,0,2,0
D Sabir,BMUDA,2021-2021,3,2,2,14,13*,-,13,107.69,0,0,0,2,0
Saqlain Haider,UAE,2016-2016,6,5,1,14,7,3.50,35,40.00,0,0,0,0,0
Shahzad Muhammad,Mex,2019-2019,2,1,0,14,14,14.00,7,200.00,0,0,0,1,1
S Smith,BMUDA,2019-2019,5,3,3,14,7*,-,27,51.85,0,0,0,0,0
S Varathappan,KUW,2019-2019,3,3,0,14,9,4.66,14,100.00,0,0,1,3,0
S Vashisht,ROM,2019-2021,12,5,2,14,9*,4.66,17,82.35,0,0,1,1,0
R Vishwanath,LUX,2019-2021,5,4,2,14,5,7.00,16,87.50,0,0,0,1,0
VS Wategaonkar,OMA,2016-2016,2,1,0,14,14,14.00,14,100.00,0,0,0,1,0
CM Wright,SCOT,2007-2009,3,1,0,14,14,14.00,18,77.77,0,0,0,0,0
AR Adams,NZ,2005-2006,4,2,1,13,7,13.00,12,108.33,0,0,0,1,0
Ashish Rana,EST,2021-2021,4,3,2,13,8*,13.00,16,81.25,0,0,0,0,0
KF Bakiweyem,Ghana,2021-2021,3,3,1,13,11*,6.50,27,48.14,0,0,1,0,0
Divyendra Singh,CZK-R,2022-2022,6,2,0,13,7,6.50,16,81.25,0,0,0,0,0
J Edness,BMUDA,2008-2008,3,3,0,13,9,4.33,28,46.42,0,0,1,0,0
CR Foggo,BMUDA,2008-2008,3,3,0,13,7,4.33,17,76.47,0,0,1,2,0
SP Gauchan,NEPAL,2014-2015,9,5,2,13,6*,4.33,43,30.23,0,0,2,0,0
PA Hitchcock,NZ,2008-2008,1,1,0,13,13,13.00,11,118.18,0,0,0,1,1
YYM Jakda,LES,2021-2021,6,6,0,13,6,2.16,15,86.66,0,0,3,1,1
ST Kanakalil,MLT,2020-2020,3,1,1,13,13*,-,6,216.66,0,0,0,2,0
SHT Kandamby,SL,2008-2011,5,4,0,13,10,3.25,21,61.90,0,0,1,0,0
L Karlsson,SWE,2021-2021,7,3,1,13,13,6.50,18,72.22,0,0,1,1,0
SKW Kelly,BMUDA,2008-2008,3,2,2,13,11*,-,24,54.16,0,0,0,0,0
Z Khan,INDIA,2006-2012,17,4,2,13,9,6.50,10,130.00,0,0,0,0,1
DB Loic,CAM,2021-2021,4,4,0,13,6,3.25,23,56.52,0,0,1,2,0
JL Martel,GUE,2019-2019,3,1,1,13,13*,-,6,216.66,0,0,0,1,1
P Masih,ROM,2020-2020,3,1,0,13,13,13.00,18,72.22,0,0,0,0,0
Mohammad Rafique,BAN,2006-2006,1,1,0,13,13,13.00,5,260.00,0,0,0,3,0
Muhammad Hamayun,Saudi,2019-2019,4,2,0,13,8,6.50,10,130.00,0,0,0,1,1
R Ngarava,ZIM,2019-2021,18,6,4,13,11*,6.50,12,108.33,0,0,1,2,0
HC Overdijk,NED,2018-2019,4,1,0,13,13,13.00,7,185.71,0,0,0,2,0
A Rangaswamy,BOT,2019-2021,8,5,1,13,7,3.25,16,81.25,0,0,2,0,1
CMW Read,ENG,2006-2006,1,1,0,13,13,13.00,11,118.18,0,0,0,2,0
EB Ringera,KENYA,2019-2021,13,6,0,13,8,2.16,26,50.00,0,0,0,0,0
OFJ Tonuu,Samoa,2019-2019,4,3,1,13,6*,6.50,18,72.22,0,0,0,0,0
Usman Mushtaq,UAE,2016-2016,3,2,1,13,9,13.00,24,54.16,0,0,0,1,0
J Anderson,IRE,2015-2015,4,2,0,12,9,6.00,18,66.66,0,0,0,1,0
Arslan Ahmed,PORT,2019-2019,3,3,0,12,11,4.00,32,37.50,0,0,1,1,0
Asad Mohammad,GER,2019-2021,11,4,1,12,5,4.00,12,100.00,0,0,0,2,0
Avi Dixit,SGP,2019-2019,1,1,1,12,12*,-,8,150.00,0,0,0,0,1
HMCM Bandara,SL,2006-2009,4,3,1,12,7,6.00,15,80.00,0,0,0,0,0
L Canessane,Fran,2021-2021,2,2,1,12,10,12.00,9,133.33,0,0,0,1,0
Fazal Niazai,AFG,2019-2019,1,1,0,12,12,12.00,15,80.00,0,0,0,1,0
CJ Gannon,USA,2019-2019,4,3,2,12,7*,12.00,9,133.33,0,0,0,0,1
R Gaznavi,SGP,2019-2020,5,3,0,12,8,4.00,12,100.00,0,0,1,2,0
H Helva,TKY,2019-2019,4,4,0,12,7,3.00,25,48.00,0,0,2,2,0
HJH Marshall,NZ,2005-2006,3,3,0,12,8,4.00,14,85.71,0,0,0,0,0
D Mejia,CRC,2019-2019,3,1,0,12,12,12.00,10,120.00,0,0,0,2,0
Mohammad Kamran,ESP,2022-2022,4,3,1,12,7,6.00,16,75.00,0,0,0,1,0
Mujeeb Ur Rahman,AFG,2018-2022,23,5,4,12,8*,12.00,13,92.30,0,0,0,2,0
Nader Zahadiafzal,Iran,2020-2020,3,3,0,12,12,4.00,24,50.00,0,0,2,2,0
Naveed Shahid,Fin,2021-2021,4,1,1,12,12*,-,7,171.42,0,0,0,2,0
SF Nhavotso,MOZ,2021-2021,4,3,0,12,5,4.00,26,46.15,0,0,0,0,0
NV Ojha,INDIA,2010-2010,2,2,0,12,10,6.00,27,44.44,0,0,0,2,0
A Patel,MWI,2019-2019,2,2,1,12,6*,12.00,23,52.17,0,0,0,2,0
M Patel,Chile,2019-2019,3,3,0,12,8,4.00,15,80.00,0,0,1,1,1
KOA Powell,WI,2014-2014,1,1,0,12,12,12.00,14,85.71,0,0,0,1,0
Raag Kapur,HKG,2019-2019,4,3,1,12,6,6.00,16,75.00,0,0,0,1,0
NA Saini,INDIA,2019-2021,11,3,3,12,11*,-,11,109.09,0,0,0,2,0
MM Sarwar,KUW,2019-2021,7,4,1,12,8,4.00,12,100.00,0,0,1,0,1
O Stewart,Bhm,2021-2021,5,5,0,12,12,2.40,12,100.00,0,0,4,1,1
KK Tillett,Blz,2021-2021,5,3,0,12,9,4.00,23,52.17,0,0,1,1,0
Umair Qasim,,2021-2021,6,5,0,12,7,2.40,21,57.14,0,0,1,1,0
Zulfiqar Ali Shah,PORT,2021-2021,1,1,0,12,12,12.00,9,133.33,0,0,0,0,1
Ahmadullah Shinwari,NOR,2021-2022,5,3,0,11,7,3.66,16,68.75,0,0,1,0,0
Ali Ivan,Mald,2019-2019,1,1,0,11,11,11.00,39,28.20,0,0,0,0,0
Apon Mustafizur,SRB,2019-2021,4,4,0,11,11,2.75,37,29.72,0,0,3,2,0
Atif Kamal,LUX,2019-2021,8,3,0,11,11,3.66,18,61.11,0,0,2,1,0
A Bulow,DEN,2019-2019,2,1,0,11,11,11.00,13,84.61,0,0,0,0,1
JD Campbell,WI,2019-2019,2,2,0,11,11,5.50,16,68.75,0,0,1,2,0
Darwish Rasooli,AFG,2022-2022,2,2,1,11,9*,11.00,14,78.57,0,0,0,0,1
FH Edwards,WI,2007-2021,26,6,4,11,7*,5.50,14,78.57,0,0,1,1,0
Fayyaz Ahmed,UAE,2015-2015,1,1,0,11,11,11.00,12,91.66,0,0,0,2,0
S Goustis,GRC,2019-2019,3,1,0,11,11,11.00,19,57.89,0,0,0,0,0
AJ Hall,SA,2006-2006,2,1,0,11,11,11.00,10,110.00,0,0,0,1,0
A Harris,Bhm,2021-2022,6,3,1,11,6*,5.50,14,78.57,0,0,0,0,1
Inzamam-ul-Haq,PAK,2006-2006,1,1,1,11,11*,-,15,73.33,0,0,0,0,1
Khurram Manzoor,PAK,2016-2016,3,3,0,11,10,3.66,27,40.74,0,0,1,1,0
IGTR Kumara,Mald,2020-2020,3,3,0,11,5,3.66,37,29.72,0,0,0,1,0
KS Lokuarachchi,SL,2012-2012,2,2,0,11,11,5.50,13,84.61,0,0,1,1,0
WK McCallan,IRE,2008-2009,9,3,2,11,9*,11.00,15,73.33,0,0,1,1,0
AK Mandal,NEPAL,2015-2015,2,2,0,11,9,5.50,25,44.00,0,0,0,0,0
D Marks,MLT,2019-2019,2,2,2,11,6*,-,12,91.66,0,0,0,0,0
AA Mulla,CAN,2008-2008,4,4,0,11,8,2.75,19,57.89,0,0,1,2,0
Noorkhan Ahmedi,SUI,2021-2021,4,3,0,11,10,3.66,19,57.89,0,0,1,1,0
Moshiur Rahman,EST,2021-2021,3,3,2,11,5,11.00,25,44.00,0,0,0,0,0
Sahel Zadran,Aut,2021-2021,7,3,2,11,8,11.00,7,157.14,0,0,0,0,0
Saqlain Arshad,QAT,2019-2019,2,1,0,11,11,11.00,10,110.00,0,0,0,0,1
V Shetty,UAE,2014-2014,2,2,1,11,10,11.00,13,84.61,0,0,0,1,0
Suresh Kumar,Peru,2019-2019,2,2,1,11,10*,11.00,15,73.33,0,0,0,0,0
Syed Amanullah,GRC,2021-2021,4,2,1,11,11*,11.00,14,78.57,0,0,1,0,1
SW Tait,AUS,2007-2016,21,6,2,11,6,2.75,15,73.33,0,0,1,0,1
AN Toube,CAM,2021-2021,4,4,0,11,8,2.75,20,55.00,0,0,2,0,1
W Uisuk,THAI,2020-2020,4,4,0,11,5,2.75,40,27.50,0,0,0,1,0
TCW Veillard,GUE,2019-2019,4,2,1,11,8,11.00,17,64.70,0,0,0,0,0
RM West,IRE,2009-2009,5,4,1,11,8,3.66,11,100.00,0,0,0,1,0
MA Wood,ENG,2015-2021,19,3,3,11,5*,-,13,84.61,0,0,0,1,0
Yasir Shah,PAK,2011-2011,2,1,1,11,11*,-,7,157.14,0,0,0,1,0
R Avery,,2019-2019,4,3,0,10,9,3.33,24,41.66,0,0,1,0,0
CS Baugh,WI,2008-2012,3,3,0,10,7,3.33,12,83.33,0,0,0,1,0
HC Brook,ENG,2022-2022,1,1,0,10,10,10.00,13,76.92,0,0,0,0,0
R Cunningham,GIBR,2021-2022,7,3,3,10,7*,-,13,76.92,0,0,0,0,0
N Pradeep,SL,2016-2021,16,6,5,10,8*,10.00,15,66.66,0,0,1,1,0
S Hallett,Peru,2019-2019,4,4,0,10,5,2.50,16,62.50,0,0,1,1,0
J Hansrod,,2021-2021,4,3,0,10,7,3.33,25,40.00,0,0,0,1,0
MJ Henry,NZ,2014-2017,6,2,1,10,10,10.00,5,200.00,0,0,0,2,0
S Jyoti,CAN,2008-2008,2,2,1,10,10*,10.00,20,50.00,0,0,1,0,0
G Kaltongga,VAN,2019-2019,3,2,0,10,10,5.00,12,83.33,0,0,1,1,0
RWT Key,ENG,2009-2009,1,1,1,10,10*,-,8,125.00,0,0,0,0,0
Mohammad Ghazanfar,HKG,2019-2019,5,2,1,10,6*,10.00,10,100.00,0,0,0,1,0
S Nerandzic,SRB,2019-2019,2,2,0,10,5,5.00,33,30.30,0,0,0,1,0
M Ntini,SA,2005-2011,10,4,2,10,5,5.00,11,90.90,0,0,1,2,0
PP Ojha,INDIA,2009-2010,6,1,1,10,10*,-,6,166.66,0,0,0,0,1
BA Parchment,WI,2007-2007,1,1,0,10,10,10.00,6,166.66,0,0,0,1,1
Pavandeep Singh,MAL,2019-2022,26,9,8,10,4*,10.00,21,47.61,0,0,0,0,0
SL Perera,Ghana,2019-2019,2,2,0,10,7,5.00,23,43.47,0,0,0,0,0
P Raho,PNG,2016-2016,2,2,2,10,8*,-,6,166.66,0,0,0,0,1
SHA Rance,NZ,2017-2019,8,3,0,10,8,3.33,21,47.61,0,0,0,0,0
GA Reynold,Blz,2019-2019,3,2,1,10,6*,10.00,10,100.00,0,0,0,0,1
ACL Richards,WI,2007-2007,1,1,0,10,10,10.00,15,66.66,0,0,0,1,0
Salman Nazar,CAN,2021-2022,7,1,0,10,10,10.00,9,111.11,0,0,0,1,0
ZE Surkari,CAN,2008-2008,4,3,0,10,6,3.33,33,30.30,0,0,1,0,0
SR Tendulkar,INDIA,2006-2006,1,1,0,10,10,10.00,12,83.33,0,0,0,2,0
BM Tickner,NZ,2019-2021,8,3,2,10,5*,10.00,18,55.55,0,0,0,0,0
Zahoor Khan,UAE,2017-2022,32,7,3,10,6,2.50,20,50.00,0,0,1,1,0
Zakir Hasan,BAN,2018-2018,1,1,0,10,10,10.00,9,111.11,0,0,0,1,0
N Zimonjic,SRB,2021-2021,3,2,0,10,10,5.00,16,62.50,0,0,1,1,0
Afsar Zazai,AFG,2013-2013,1,1,0,9,9,9.00,21,42.85,0,0,0,0,0
Anam Mollik,ITA,2019-2019,2,1,0,9,9,9.00,10,90.00,0,0,0,1,0
Anwar Rahman,MAL,2019-2021,15,7,3,9,3*,2.25,23,39.13,0,0,1,0,0
P Arora,Mex,2019-2019,2,2,1,9,6*,9.00,4,225.00,0,0,0,0,1
HH Banner,Blz,2019-2019,3,2,1,9,6,9.00,10,90.00,0,0,0,0,1
KA Bazil,Caym,2022-2022,5,2,1,9,7,9.00,8,112.50,0,0,0,0,1
JJ Celestine,BMUDA,2008-2008,3,3,0,9,7,3.00,17,52.94,0,0,1,0,0
FRJ Coleman,SCOT,2013-2013,1,1,0,9,9,9.00,13,69.23,0,0,0,1,0
DC Drakes,WI,2021-2022,5,3,0,9,5,3.00,10,90.00,0,0,1,2,0
BM Duckett,ENG,2019-2019,1,1,0,9,9,9.00,7,128.57,0,0,0,1,0
Elias Sunny,BAN,2012-2012,7,4,2,9,5,4.50,9,100.00,0,0,0,1,0
NA Janes,THAI,2019-2019,2,2,0,9,9,4.50,11,81.81,0,0,1,1,0
I Katzarski,BUL,2019-2022,13,4,0,9,4,2.25,28,32.14,0,0,1,0,0
JS Kundi,KENYA,2019-2019,6,4,0,9,6,2.25,22,40.90,0,0,1,1,0
R McLaren,SA,2009-2014,12,4,3,9,6*,9.00,13,69.23,0,0,0,0,0
Mohammad Asif,PAK,2006-2010,11,3,3,9,5*,-,3,300.00,0,0,0,2,0
SA Mohandas,HUN,2021-2022,9,1,1,9,9*,-,5,180.00,0,0,0,0,0
CB Ondoa,CAM,2021-2021,4,4,1,9,5,3.00,24,37.50,0,0,1,1,0
JS Patel,NZ,2005-2008,11,4,1,9,5,3.00,14,64.28,0,0,1,1,0
WKD Perkins,WI,2008-2008,1,1,0,9,9,9.00,11,81.81,0,0,0,1,0
VRCF Poubel,,2019-2019,3,3,2,9,5*,9.00,15,60.00,0,0,0,0,0
A Poulose,OMA,2017-2017,3,3,0,9,9,3.00,14,64.28,0,0,2,2,0
IH Romaine,BMUDA,2008-2008,2,2,0,9,8,4.50,20,45.00,0,0,0,0,0
Sakib Hasan,SRB,2019-2019,2,2,0,9,8,4.50,7,128.57,0,0,0,1,0
Sanjay Kumar,HUN,2021-2021,2,2,1,9,8,9.00,7,128.57,0,0,0,1,0
RAJ Smith,SCOT,2019-2019,2,1,1,9,9*,-,7,128.57,0,0,0,1,0
B Stanlake,AUS,2017-2019,19,2,1,9,7,9.00,12,75.00,0,0,0,0,1
O Thomas,WI,2018-2021,20,7,3,9,8*,2.25,15,60.00,0,0,3,2,0
T Wangchuk jnr,BHU,2019-2019,2,2,0,9,9,4.50,17,52.94,0,0,1,2,0
Abbas Saad,Saudi,2019-2019,2,2,0,8,8,4.00,8,100.00,0,0,1,1,0
Adil Butt,Saudi,2020-2020,3,2,1,8,6*,8.00,10,80.00,0,0,0,0,0
S Appu,MLT,2019-2019,4,4,1,8,6,2.66,14,57.14,0,0,0,0,0
B Banerjee,Mex,2019-2019,6,4,2,8,6*,4.00,19,42.10,0,0,2,0,0
AM Blignaut,ZIM,2010-2010,1,1,0,8,8,8.00,8,100.00,0,0,0,1,0
GH Bodi,SA,2007-2007,1,1,0,8,8,8.00,25,32.00,0,0,0,0,0
P Buccimazza,PORT,2019-2021,7,3,1,8,6*,4.00,16,50.00,0,0,0,0,1
JJ Bumrah,INDIA,2016-2022,57,6,4,8,7,4.00,13,61.53,0,0,1,1,0
Charanjeet Singh,ITA,2019-2019,3,2,2,8,8*,-,9,88.88,0,0,0,1,0
H Dandapani,Fin,2019-2021,7,3,2,8,5,8.00,15,53.33,0,0,0,0,0
AS Dean,CAN,2008-2013,2,2,0,8,7,4.00,10,80.00,0,0,0,0,0
JD Freyone,GIBR,2019-2019,4,4,0,8,4,2.00,29,27.58,0,0,2,0,0
Habib Ahmadzai,Aut,2019-2019,2,2,1,8,6*,8.00,10,80.00,0,0,0,1,0
HMRKB Herath,SL,2011-2016,17,6,3,8,3,2.66,12,66.66,0,0,0,0,0
A Husain,Arg,2019-2021,10,2,1,8,6,8.00,7,114.28,0,0,0,1,0
E Isaneez,UGA,2019-2019,3,2,2,8,7*,-,13,61.53,0,0,0,0,0
A Johnmary,Fran,2021-2021,2,2,0,8,8,4.00,14,57.14,0,0,1,0,0
S Randiv,SL,2010-2011,7,2,0,8,6,4.00,6,133.33,0,0,0,1,0
RK Kiseto,TAN,2021-2021,8,3,0,8,5,2.66,20,40.00,0,0,0,0,0
MO Kitunda,TAN,2021-2021,3,2,0,8,6,4.00,20,40.00,0,0,0,0,0
Kuldeep Singh,PHI,2019-2019,4,3,0,8,6,2.66,16,50.00,0,0,0,0,0
ME Leoela,LES,2021-2021,2,2,1,8,7,8.00,10,80.00,0,0,0,0,0
NCK Liyanage,MAL,2019-2019,6,3,1,8,8,4.00,8,100.00,0,0,1,1,0
I Mansaray,SLE,2021-2021,4,3,1,8,5*,4.00,24,33.33,0,0,0,0,0
BAW Mendis,SL,2008-2014,39,8,5,8,4*,2.66,17,47.05,0,0,0,1,0
Mohammad Wasim,1,2021-2022,11,3,2,8,5,8.00,10,80.00,0,0,0,1,0
M Mooketsi,BOT,2019-2021,11,5,0,8,3,1.60,24,33.33,0,0,1,0,0
Muhammad Safdar,BHR,2022-2022,2,1,1,8,8*,-,6,133.33,0,0,0,1,0
A Nortje,SA,2019-2021,16,5,2,8,4*,2.66,20,40.00,0,0,1,0,0
KJ Patel,SEY,2021-2021,6,3,3,8,8*,-,29,27.58,0,0,0,1,0
Qais Ahmad,AFG,2020-2022,2,2,1,8,8,8.00,9,88.88,0,0,0,1,0
CAK Rajitha,SL,2016-2019,10,4,2,8,5,4.00,23,34.78,0,0,1,0,0
S Rengarajan,CZK-R,2020-2020,3,2,2,8,6*,-,15,53.33,0,0,0,0,0
N Senamontree,THAI,2020-2020,4,4,1,8,4,2.66,23,34.78,0,0,1,0,0
Shahadat Hossain,BAN,2006-2013,6,5,3,8,4*,4.00,12,66.66,0,0,1,0,0
I Sharma,INDIA,2008-2013,14,3,2,8,5*,8.00,9,88.88,0,0,1,1,0
Simranjit Singh,ITA,2019-2019,1,1,0,8,8,8.00,9,88.88,0,0,0,0,0
L Sipamla,SA,2019-2021,9,2,1,8,8*,8.00,11,72.72,0,0,1,1,0
BV Vitori,ZIM,2012-2016,11,2,2,8,7*,-,7,114.28,0,0,0,0,0
Yasar Idrees,KUW,2019-2019,1,1,0,8,8,8.00,4,200.00,0,0,0,0,1
Yasir Ali,BAN,2022-2022,1,1,0,8,8,8.00,7,114.28,0,0,0,1,0
Al-Amin Hossain,BAN,2013-2020,31,6,4,7,5*,3.50,12,58.33,0,0,1,1,0
